ID,set,Sentiment,Tweet
7276,train,net,"hari senin, tidur 2 jam, vaksin ke 2, saur air putih, tapp"
5102,train,pos,"Agak aneh juga sih kalau ada yang sampai termakan berita hoax vaksin ini ??Ada klaim, kalau vaksin Covid-19 dari Châ€¦ https://t.co/QZ46ZPgdHt"
1538,train,neg,"@floroaison iya kecil kan beneran kan YAALLAH KAYA ANAK KECIL GASI YAS WKWK mau vaksin doang deg deg an :"" iya donoâ€¦ https://t.co/WbGi3cmvOy"
1497,train,net,"@FiersaBesari Jgnkan di vaksin, rebahan aja bisa membatalkan puasa. Kalo sambil minum es teh"
5576,train,net,Babinsa Dampingi Pelaksanaan Vaksin Covid-19 Terhadap Purnawirawan Di wilayah Binaan https://t.co/lVjkk0Q8Z7
7631,train,neg,istrinya akang mil aja masih kena padahal dia udah di vaksin lohh jadi makin ngeri kan sama vaksin itu beneran yg dâ€¦ https://t.co/vDbOV2hu7n
7672,train,net,"Jadi kembali ke penelitian ilmiah, menjadi penelitian ilmiah berbasis pelayanan, gitu, kata Kepala RSPAD Letjen dâ€¦ https://t.co/yZReUkmMFn"
3345,train,net,"@rafidah72 @ini_sains_beb Nak tanya sikit ya Dr. Kalau orang yang terima darah or ada masukkan besi dalam badan, isâ€¦ https://t.co/KmJoPXmDKt"
7429,train,net,"Impor Vaksin Tahap VIII, Bea Cukai Beri Fasilitas https://t.co/fO73TLI9Z6"
6013,train,net,Boleh dapat vaksin ke kalau dapat jawab dengan bethol. https://t.co/JvP4wQXp6l
1338,train,net,@endahtofani @afrkml Ahli kesehatan dan organisasi resmi ttg vaksin ini justru merekomendasikan ibu menyusui utk teâ€¦ https://t.co/0Qmw8LHRhk
5528,train,net,Australia dan Hong Kong akhirnya resmi memutuskan untuk tidak lagi memakai vaksin Astra Zeneka setelah adanya kasusâ€¦ https://t.co/P73YdAsIXm
1184,train,pos,@Dnok_Ayu @BudiGSadikin Kerja keras pemerintah mengamankan stok vaksin layak di apresiasi. @KemenkesRI
5410,train,net,"Antibodi vaksin Moderna bertahan minimal enam bulan di semua kelompok umur, Presiden Jokowi: Jangan sepelekan Covidâ€¦ https://t.co/Pn1TDUQ36k"
2134,train,neg,@JSuryoP1 @BPOM_RI persoalan vaksin kok jd urusan dukung mendukung...sekalian aja di buat pemilu utk vaksin itu.
6863,train,net,"Enam Juta Dosis Bahan Baku Vaksin Covid-19 Kembali Tiba di Tanah AirUntuk diketahui, hingga 17 April 2021 kemarinâ€¦ https://t.co/7N7TPHj9gl"
392,train,net,@amer_aljeffrey Guru di Malaysia total 400k anggaran. 55k dah terima vaksin SINCE FEBRUARY. Memang priority cikguâ€¦ https://t.co/PdObD44Dom
6048,train,neg,BPOM sendiri aja bilang GMP dari pembuatan vaksin ini masih belom terkalibrasi dengan benar kok ya kepala batu bgtâ€¦ https://t.co/Ycx5NNacGq
64,train,net,[Vaksin Covid-19]Halo teman-teman THP!Kalian udah pada tau belum informasi seputar vaksin Covid-19?Kenapa haruâ€¦ https://t.co/fS66ZiYfPy
7480,train,net,Indonesia Kembali Serukan Solidaritas Global Akses Vaksin di PBBSolidaritas global harus diperkuat untuk mendukunâ€¦ https://t.co/AMdpAN9CtQ
7494,train,pos,"Indonesia Siap Divaksin karena Vaksin Aman, Halal dan Efektif Cegah Covid-19 https://t.co/80CbQV6hnZ"
5136,train,pos,Ajib! Aye aje belum divaksin eh abang-abang ojol udah pada vaksin... Tapi aye senang dah sih kalau para pelayan pubâ€¦ https://t.co/v1eV1LjdkF
7936,train,net,Kami dari pemerintah tengah berupaya keras untuk melobi pemerintah Saudi terkait hal ini. Supaya mereka membuka piâ€¦ https://t.co/bWHBiXULaF
4555,train,net,"#bangkok Perdana Menteri Prayuth Chan o-cha berkata, Thailand merancang mendapatkan tambahan 10 juta dos vaksin Covâ€¦ https://t.co/7zcLGBKNJ6"
4085,train,neg,@tirta_hudhi Ok tidak steril lab nya.... berarti tidak steril juga vaksin nya..... pertanyaan saya ..... masf kl meâ€¦ https://t.co/dAwS9xWF9D
1767,train,net,@hobanochio dpt vaksin apa Kak?
5462,train,net,"Apalagi pemerintah prioritaskan  Para lansia menerima Suntikan Vaksin, Dengan kedatangan 6 juta dosis ini stok Vaksâ€¦ https://t.co/K9tfXpGChq"
5384,train,net,Anggota Komisi IX DPR: Polemik Vaksin Nusantara Tak Perlu Terjadi https://t.co/lkCrYsr6xC
5786,train,pos,"Bener deh gaes, vaksin itu banyak banget manfaatnya buat tubuh kita.#VaksinUntukKita #UpayaLawanPandemi"
4451,train,neg,"@yupamint Iyaa kita gak ada pilihan lainn, either that atau vaksin nusantara wkwkw. https://t.co/j8oMLyO65D"
3125,train,neg,@Partono_ADjem Gara gara lu pakjem gua liat bu siti ini dan gua ganti haluan gak mau vaksin ðŸ˜‚
1729,train,pos,"@henrysubiakto Gua lebih oercaya sinovac, vaksin dari China lebih oke."
3019,train,net,@null Apa yang Terjadi pada Dosis Vaksin Covid-19 yang Tak Terpakai? Beberapa negara m  https://t.co/XbPsEhyc7K
6344,train,net,Dalam Satu Bulan Kedepan Kira-Kira Indonesia Akan Terima Kurang Lebih 20 Juta Dosis Vaksin #PulihkanRIDenganVaksin https://t.co/YMXn35WClZ
7446,train,net,"India, negara yg pernah melakukan segala cara utk mencegah penyebaran covid, lockdown, keras menegakkan prokes, proâ€¦ https://t.co/oTymY3XhVq"
6764,train,neg,"Efek vaksin apa gimana ya, jadi ngantuk terus. Ini gua di vaksin covid apa vaksin virus males yaðŸ¤¦â€_x008d_â™€ï¸_x008f_"
7072,train,neg,"Gimana yak, mau nolak tapi salah satu syarat sekolah tatap muka guru harus di vaksin hem https://t.co/yqrDNOPkeG"
5939,train,pos,"Bikin headline aturan yang bagus -_- kasian buat orang yang belum paham, padahal vaksin itu penting bgt, kalo yg maâ€¦ https://t.co/Mrc7t9VjaN"
2864,train,neg,"@na_dirs Eh tp bener gak ya gus vaksin sinovac bikin impoten? Saya kemaren baca baca di ig, ada yg mendadak impoten sehabis vaksin"
4832,train,net,"4. Untuk diketahui, hingga 17 April 2021, pemerintah telah melakukan sebanyak 16,6 juta suntikan dosis vaksin kepadâ€¦ https://t.co/detWzsyPfd"
7717,train,neg,"Jangan mudah percaya sama vaksin covid, kita ga akan pernah tau apa yg masuk kedalam tubuh kita dan apa dampak nyaâ€¦ https://t.co/H6YPC6INh8"
4011,train,pos,@TeddyGusnaidi Saya mau ikutan nih disuntik vaksin Nusantara ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©
3225,train,pos,"@piskaaws jangan takut vaksin, vaksin aman dan banyak manfaatnya salah satunya membentuk imun tubuh kita agar kebalâ€¦ https://t.co/XM5ortX8O1"
2402,train,pos,"@korantempo Semoga BERHASIL dan Sukses, vaksin nusantara BRAVO buat semua relawan semoga selalu sehat dan aman, loyâ€¦ https://t.co/jKXBp28UmC"
2504,train,neg,"@Lisaamartatara4 @jokowi Ya drun tidak aman, tidak aman dari vaksin palsu ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚"
52,train,net,[RAMADHAN SHARING ?]Adakah Vaksinasi Membatalkan Puasa??? ????????????Menurut sumber yang sah suntikan vaksin Covid-1â€¦ https://t.co/jUmxalpLUd
3530,train,net,@rudeski83 @NRumbrewar @n_akb31 @HitsIndonesia_ perlu di cari dulu kematian akibat vaksin yang di maksud seperti apâ€¦ https://t.co/vGaJPZV43U
3708,train,net,@septiadhiw @aik_arif Bisa aja kalau mutasi virusnya nyari celah buat ngehindar pertahanan tubuh yg udah dibentuk sâ€¦ https://t.co/mi1ekQR3gf
3469,train,pos,@rizkyamm @detikcom Ya bisa lah. Vaksin bukan â€œobatâ€_x009d_ yg bisa ngehindarin dari positif corona. Tapi cuma buat imun bâ€¦ https://t.co/wwOhZziyjr
419,train,net,@AnandoLikum @detikcom Benar Bang. Cuma pilihannya adalah mau pakai yg terbaik tapi belum pasti didapat atau pakaiâ€¦ https://t.co/IRqkab6Gdq
6629,train,net,DPR Bahas Wacana Pembentukan Pansus Vaksin Impor https://t.co/E3iW4Qr6oW
5617,train,net,Baginya meneliti vaksin adalah pekerjaan kreatif dan menantang karena bisa mengubah kehidupan.â€œSemoga Merah Putihâ€¦ https://t.co/pfPZtQg0Jt
4666,train,pos,#PulihkanRIDenganVaksin ðŸ‡®ðŸ‡©Pulih ekonomi dengan vaksinðŸ‡®ðŸ‡©Pulih kehidupan dengan vaksin https://t.co/7M3yFTpZ99
6453,train,net,"Dengan kedatangan vaksin tahap ke-8 ini, Indonesia telah menerima 59,5 juta bahan baku vaksin dari Sinovac yang akaâ€¦ https://t.co/gPsxQXGOgs"
5332,train,pos,ALHAMDULILLAH!!!Enam Juta Dosis Bahan Baku Vaksin dari Sinovac Tiba di Indonesia https://t.co/yJKRhkpVl5
301,train,pos,"@Ahmad33960691 @jokowi Pak,vaksin tdk menjamin 100% org kebal sm covid.Hanya tdk memperparah sakitnya,apalg vaksinâ€¦ https://t.co/Ym5Se3Nx1c"
6861,train,net,Enam juta dosis bahan baku vaksin Covid-19 dari Sinovac tiba di Indonesia. Menurut keterangan Menkes Budi Gunadi Saâ€¦ https://t.co/QADGaW6bhW
5289,train,pos,"Alhamdulillah alhamdulillah kemarin ibu sama bapak nggak kenapa-kenapa. Terutama ibu yang gejalanya paling berat, tâ€¦ https://t.co/4xDH9a3S85"
5889,train,net,"Besok tugas vaksin, peserta 70-an orang. Moga kuat lah haha meski cuma duduk input data doang, tapi nyata capeknya ðŸ˜_x0090_"
2534,train,net,"@LuckyR12 Kalau di bandung kemarin sama org kelurahan sih katanya mulai Juni, makanya aku mulai ngedata siapa2 aja yang mau ikut di vaksin"
4470,train,neg,"@zarazettirazr @OposisiCerdas @murry_sutan Sama juga dg vaksin yg Laen ,gak jamin jadi supermen"
4742,train,net,13.Pemerintah memilih vaksin Sinovac krn masih memenuhi batas minimal efikasi sesuai ketentuan WHO. Vaksin ini jugâ€¦ https://t.co/BaQe3lQ00Q
2142,train,net,@justhreads_ @kostumkomik Belum tau kak. Aku sendiri juga blm vaksin
4581,train,neg,#bolatime #putrajaya Takut juga nak kena cucuk. Itu komen rata-rata pemain dan barisan kejurulatihan Harimau Malayaâ€¦ https://t.co/EVZQvOIXUA
307,train,pos,@AhmadGaus Kan vaksin memang tidak jadi kebal covid. Tapi mengurangi efek dari virus. Jadi kayak kena flu biasa aja ceunah.
1479,train,net,"@FiersaBesari @Teh__L @alderina Nih saksinya, di vaksin dua kali, ketemu bareng terus, dan masih mau tertib antri,â€¦ https://t.co/3DtCb7q1of"
3681,train,net,"@schfess KONTRABanyak hal yang perlu di siapin, belum semua siswa dapat vaksin juga. Dan apakah sudah ada jaminanâ€¦ https://t.co/cD2ANdppi8"
1119,train,net,"@detikcom Vaksin terbaik adalah ibadah, hindari stres, makan teratur, istirahat teratur, olahraga teratur"
5316,train,pos,Alhamdulillah vaksin ke-2 sudah selesai. ðŸ’‰ðŸ©º Bismillah semoga selalu sehat dan wabah ini segera usai. Aamiin. #VaksinCovid19 #COVID19Vaccine
4851,train,net,"5. tapi virus corona terus berkembang biak dan bermutasi varian baru. Jadi, Indonesia nih lagi kejar2an, antara pâ€¦ https://t.co/juOa4UZuV7"
5857,train,net,Berpantang Maut Sebelum Ajal T.S. Tapi kalau Doktor Dah Sahkan Kita Tidak Boleh Gunakan Vaksin Maka Kita Kena Jagaâ€¦ https://t.co/othsXjj9cz
7705,train,pos,"Jangan cemas melakukan vaksinasi di bulan Ramadhan, karena tidak akan membatalkan puasa. Ayo dukung vaksinasi ??â€¦ https://t.co/Jo6DsXUCJr"
438,train,neg,@AngelMaximilan @03__nakula Itu Vaksin Nusantara bahan baku nya buatan Amerika.apa bedanya dgn yg ada sekarang siNoâ€¦ https://t.co/BMMG4l8sJc
5310,train,pos,Alhamdulillah selesai 2nd dose vaksin. Semoga dipermudahkan segala urusan olehNya ðŸ¤²ðŸ_x008f_¼â˜ºï¸_x008f_ðŸŽ‰ #sayanakbalikraya @ Sunwayâ€¦ https://t.co/gPIdv6FI5L
1916,train,neg,@IrutPagut Mungkinkah itu jadi chip set... Biar manusia itu terdeteksi dan  bisa berkelakuan sesuai yg menginginkanâ€¦ https://t.co/HKQK9rKWXf
5937,train,pos,Bicara vaksin Nusantara Bicara kualitas ..Jangan bicara kepentingan ...#PulihkanRIDenganVaksin https://t.co/ZOiGx0HrPa
5630,train,pos,Bahan Baku Vaksin Sudah Tiba Di Tanah Air. Kerjakeras Maju Negeriku https://t.co/nzoJa1GvEP
5678,train,pos,"Banyak yang belum paham bahwa vaksin tidak mencegah terjadinya penularan Covid-19, tapi vaksin menurunkan risiko seâ€¦ https://t.co/JCteJHXON8"
3060,train,net,@okezonenews Kedepan vaksin merah putih dan vaksin lainnya yg diproduksi di Indonesia akan menjadi vaksin termanjurâ€¦ https://t.co/9tCoCx7wzU
6694,train,pos,Dukung Vaksin merah putih#VaksinUntukKita https://t.co/camXLTzSAR
5313,train,pos,Alhamdulillah sudah vaksin ..Terima Kasih @utycampus #vaksÃ¬ncovid19 #covid_19 #health #healthy #healthylifestyleâ€¦ https://t.co/mUe66BTZu3
5930,train,pos,"Biar pandemi ini cepat berakhir, Kita bener-bener harus jalankan prokes ya, yg udah di vaksin aja masih ada resikoâ€¦ https://t.co/FYzc1cMt2h"
1227,train,neg,@dr_tompi Vaksin Nusantara komposisinya cuma politik
3966,train,net,@Syarman59 @SridianaEva @CNNIndonesia Dikembangkan di amerika diuji coba di Indonesia https://t.co/RLxvP6oZOh
6678,train,net,"Dukung BPOM, Kapuspen: Vaksin Nusantara bukan program TNIhttps://t.co/mObxaifocb https://t.co/l3QsIBUlON"
4929,train,net,7.Tingkat efikasi minimal utk vaksin Covid-19 yg ditetapkan WHO adalah 50%. Vaksin Sinovac yg digunakan di Indonesâ€¦ https://t.co/kwseKWynBP
2125,train,neg,@jokowi Yg sdh d vaksin apa benar akan tertilndung dr covid?Covidnya msh bermutasi loh
4326,train,neg,@VIVAcoid #bubarkanBPOM Karena mementingkan vaksin luar negri
6785,train,pos,"Efikasi vaksin buatan China seperti Sinovac, disebut masih di atas ambang batas yang ditetapkan organisasi kesehataâ€¦ https://t.co/VMnu5Le9Lh"
1251,train,neg,@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pembohongan publik ? kalo vaksin sinovac dan zeneca tidak bâ€¦ https://t.co/hTOGGV8KGs
7172,train,neg,habis vaksin kedua kalo aku mati tolong bayarkan hutang2ku
4274,train,pos,"@Vaksin_Kita harus banget ni, jangan ragu lagi yaa buat ikutan vaksin saat bulan puasa Â­Â­Â­#VaksinUntukKita #UpayaLawanPandemi"
359,train,pos,@aldidesri @YRadianto Vaksin itu cara preventif utk hadapi convid.Tetapi bukan obat utk penyakit akibat virus.Dayâ€¦ https://t.co/JDxp9NvXvl
6309,train,net,Dahlan Iskan dan Relawan Vaksin Nusantara Senam DI Style SebelumÂ Divaksin https://t.co/CYG0fVQonl
702,train,neg,@bertanyarl vaksin suntik pingsan mimisan
6893,train,net,Enam Juta Dosis Vaksin Sinovac Asal Beijing Tiba di Indonesia https://t.co/G2nVvN5Lqx
5276,train,net,Alasan Vaksin Sinovac Gagal Dapat Izin WHO di April 2021https://t.co/YAMh5CzHwC
3218,train,net,"@pietlisda Lah pit, kan vaksin lansia se-depok dicentralized di RSUI dari tgl 20 an maret. Bisa daftar diâ€¦ https://t.co/KcBHjcStT4"
4853,train,net,5.910.921 warga Indonesia telah menerima dosis vaksinÂ lengkap https://t.co/pp5uluvYyZ
4606,train,net,"#Healthies, sebelum menjalani vaksinasi COVID-19, lansia harus melakukan skrining secara detail dan menjawab pertanâ€¦ https://t.co/lYPE3nahQX"
1490,train,neg,@FiersaBesari Di vaksin itu batal kalo jrum suntiknya ptah terus nyangkut di dlm
6565,train,net,"Disinformasi, Vaksin Sinovac Ilegal karena tak Bersertifikasi WHO - Top Satu https://t.co/OrVfJvZ2ZI"
5346,train,neg,"ambik vaksin, mati cepatLol, ko ingt aku nak hidup lama ka"
5144,train,net,"Akhir Maret jadwal vaksin pertama dan sukses divaksin.Jadwal vaksin kedua 10 April, pas datang...e vaksin nya habâ€¦ https://t.co/83mTyYS9fs"
4839,train,net,"434,301 Individu Sudah Lengkap Dua Dos Suntikan Vaksin COVID-19 https://t.co/oXKhkVJhJH"
642,train,neg,"@bdngfess Gamau di vaksin ,titik. https://t.co/FSQlKYRwmk"
3818,train,neg,"@SopoJarwo1970 @Wedhus999 wajar lah test swab positif, kan isinya vaksin itu virus kopatkopet ðŸ_x0090_¸ðŸ˜_x008f_"
1281,train,pos,@EdiBarus @kostumkomik lah vaksin kan emg untuk meningkatkan imunitas tubuh.....
5543,train,pos,Ayah saya kena vaksin harini. Doakan dia
7182,train,neg,"Habis vaksin, tangan kiri yang disuntik. Nakesnya ga nanya aku kidal atau nggak, malah pegel bgt lagi. Nulis aja masih lemes nih tangan????"
7862,train,net,"Kalau benar ini rekomendasinya, masih masuk akal bagi sy. Krn minimal sdh akan mempertimbangkan sebaran vaksin apaâ€¦ https://t.co/oeDUVAOthD"
4844,train,net,"47 Dosis Vaksin Sinovac dari Cina Tiba di Bandara Soekarno-Hatta Minggu Siang, Pengiriman ke-8 https://t.co/VcYeoNUs2I via @tribunbanten"
1927,train,neg,"@ismailfahmi Itu yg meninggal, blm pada di-vaksin ya? Atau itu efek vaksin? ðŸ¤”"
